SMILES
O=C[C@H](O)[C@@H](F)[C@H](O)[C@H](O)CO
O=C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(=O)(O)O
O=P(NCCCl)(NCCCl)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
OC[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@@H](O)C(C=NNc2ccccc2)=NNc3ccccc3
OC[C@@H]1C[C@H](O)CN1
CC(C)(C)OC(=O)NC1COCC1OS(C)(=O)=O
CC(C)(C)OC(=O)N[C@@H]1CNC[C@@H](O)C1
CC(C)(C)OC(=O)N[C@H](Cc1ccc(cc1)OC(=O)OC(C)(C)C)C(=O)OC[C@H]2O[C@H](O)[C@H](O)[C@@H](O)[C@H]2O
CC(C)(C)OC(=O)N[C@H]1CNCC[C@H]1CO
CC(C)(C)OC(=O)N[C@H]1CN[C@H](CO)C1
CC1(C)O[C@H]2O[C@H](COC(=O)c3ccccc3)[C@@H](OC(=O)c4ccccc4)[C@H]2O1
COC1C[C@H](OC(=O)c2ccc(Cl)cc2)[C@@H](COC(=O)c3ccc(Cl)cc3)O1
CO[C@@H]1[C@H](O)[C@@H](CO)O[C@H]1n2cnc3c(Cl)nc(N)nc23
CO[C@H]1O[C@H](COCc2ccccc2)[C@H](OCc3ccccc3)[C@H](OCc4ccccc4)[C@H]1OCc5ccccc5
CO[C@H]1O[C@@H]2COC(O[C@H]2[C@H](OC)[C@H]1OC)c3ccccc3
OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@H](O)CO
O[C@@H]1CO[C@H](OCc2ccccc2)[C@@H]1O
OC[C@H]1CNC[C@@H]1CO
c1ccc(CO[C@@H]2COCC[C@H]2Nc3cnc4ccccc4n3)nc1
c1ccc(CO[C@@H]2COCC[C@H]2Nc3nc4ccccc4o3)nc1
c1ccc(CO[C@@H]2COCC[C@H]2Nc3ncnc4ccccc34)nc1
c1ccc(CO[C@@H]2COCC[C@H]2Nc3ncnc4nc[nH]c34)nc1
c1ccc(cc1)CN2CCC(CC2)N[C@@H]3COCC[C@@H]3OCC4CC4
c1ccc(cc1)COC2C3COC(O3)C(OCc4ccccc4)C2OCc5ccccc5
c1ccc(cc1)COC2OC3COC(OC3C(OCc4ccccc4)C2OCc5ccccc5)c6ccccc6
c1ccc(cc1)COC[C@@H]2NC[C@@H](OCc3ccccc3)[C@H](OCc4ccccc4)[C@H]2OCc5ccccc5
c1ccc(cc1)COC[C@H]2NC[C@H](OCc3ccccc3)[C@@H](OCc4ccccc4)[C@@H]2OCc5ccccc5
c1ccc(cc1)COC[C@H]2OC=C[C@@H](OCc3ccccc3)[C@@H]2OCc4ccccc4
c1ccc(cc1)COC[C@H]2OC=C[C@@H](OCc3ccccc3)[C@H]2OCc4ccccc4
c1ccc(cc1)COC[C@H]2OCC=C[C@@H]2OCc3ccccc3
c1ccc(cc1)COC[C@H]2O[C@@H](SCc3ccccc3)[C@H](OCc4ccccc4)[C@@H](OCc5ccccc5)[C@H]2OCc6ccccc6
c1ccc(cc1)COC[C@H]2O[C@@H](Sc3ccccc3)[C@H](OCc4ccccc4)[C@@H](OCc5ccccc5)[C@@H]2OCc6ccccc6
c1ccc(cc1)COC[C@H]2O[C@@H](Sc3ccccc3)[C@H](OCc4ccccc4)[C@@H](OCc5ccccc5)[C@H]2OCc6ccccc6
c1ccc(cc1)COC[C@H]2O[C@H](OCc3ccccc3)[C@@H](OCc4ccccc4)[C@H]2OCc5ccccc5
c1ccc(cc1)CO[C@@H]2COCC[C@H]2NC3CSCCSC3
c1ccc(cc1)CO[C@@H]2COCC[C@H]2Nc3nncs3
c1ccc(cc1)CO[C@H]2CCOC[C@H]2NC3CCOCC3
c1ccc(cc1)CO[C@H]2CCOC[C@H]2Nc3ncnc4[nH]ccc34
c1ccc(cc1)CO[C@H]2[C@H](OCc3ccccc3)[C@H]4CO[C@H](O4)[C@@H]2OCc5ccccc5
c1ccc(cc1)N2CCC(CC2)N[C@@H]3COCC[C@@H]3OCc4cscn4
c1ccc(cc1)N2CCC(CC2)N[C@@H]3COCC[C@H]3Oc4ccccn4
c1ccc(cc1)P(c2ccccc2)c3ccccc3
c1ccc(nc1)O[C@@H]2CCOC[C@H]2NC3CCN(CC3)Cc4ccco4
c1ccc(nc1)O[C@@H]2CCOC[C@H]2NC3CSCCSC3
c1ccc(nc1)O[C@@H]2CCOC[C@H]2NC3Cc4ccccc4C3
c1ccc(nc1)O[C@@H]2CCOC[C@H]2Nc3cc(ncn3)C4CC4
c1ccc(nc1)O[C@@H]2CCOC[C@H]2Nc3nc4ccccc4o3
c1ccc(nc1)O[C@@H]2CCOC[C@H]2Nc3ncnc4sccc34
c1ccc(nc1)O[C@@H]2COCC[C@H]2NC3CCN(CC3)C4CCCC4
c1ccc(nc1)O[C@@H]2COCC[C@H]2NC3CCN(CC3)Cc4ccco4
c1ccc(nc1)O[C@@H]2COCC[C@H]2NC3CSCCSC3
c1ccc(nc1)O[C@@H]2COCC[C@H]2NC3Cc4ccccc4C3
c1ccc(nc1)O[C@@H]2COCC[C@H]2Nc3nc4ccccc4o3
c1ccc(nc1)O[C@@H]2COCC[C@H]2Nc3ncnc4nc[nH]c34
c1ccc(nc1)O[C@@H]2COCC[C@H]2Nc3ncnc4sccc34
c1ccc2CC(Cc2c1)N[C@@H]3CCOC[C@H]3OCc4cscn4
c1ccc2CC(Cc2c1)N[C@@H]3COCC[C@@H]3OCc4cscn4
c1ccc2c(c1)ccnc2N[C@@H]3CCOC[C@H]3OCc4cscn4
c1ccc2c(c1)ccnc2N[C@@H]3COCC[C@@H]3OCC4CC4
c1ccc2c(c1)nccc2N[C@@H]3CCOC[C@H]3OCc4cscn4
c1ccc2c(c1)ncnc2N[C@@H]3COCC[C@@H]3OCc4cscn4
c1ccc2nc(ccc2c1)N[C@@H]3COCC[C@@H]3OCC4CC4
c1ccc2nc(cnc2c1)N[C@@H]3CCOC[C@H]3OCc4cscn4
c1coc(c1)CN2CCC(CC2)N[C@@H]3CCOC[C@H]3OCc4cscn4
c1coc(c1)CN2CCC(CC2)N[C@@H]3COCC[C@@H]3OCc4cscn4
c1nc(cs1)CO[C@H]2CCOC[C@H]2NC3CCOCC3
c1nc(cs1)CO[C@H]2CCOC[C@H]2Nc3noc(n3)C4CC4
OC[C@H]1O[C@@H](Oc2cc(O)cc(C=Cc3ccc(O)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O
OC[C@H]1OC(O)(CO)[C@@H](O)[C@@H](O)[C@@H]1O
OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O
OC[C@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@@H]1O
OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O
Nc1ccn(c(=O)[nH]1)[C@H]2C[C@H](OP(=O)(O)O)[C@@H](CO)O2
NC1COCC1CO
NCC(O)C(=O)O
Nc1[nH]c(N)c(O[C@H]2O[C@@H](CO)[C@H](O)[C@@H](O)[C@@H]2O)c(=O)[nH]1
OCC(O)C(O)C(O)C(O)C1SCCCS1
Nc1ncnc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@@H]3F
Cc1cn(c(=O)[nH]c1=O)[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O
O=C(O)[C@H](O)[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO
OCC1CNCCC1O
C=CCO[C@H]1[C@@H](O)[C@@H](O[C@@H]1CO)n2cnc3c(N)ncnc23
Nc1ccn(c(=O)[nH]1)C2O[C@@H](COP(=O)(O)O)[C@H](O)[C@H]2O
Nc1nc(Cl)nc2c1ncn2[C@@H]3O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]3O
N[C@H]1CCO[C@@H](CO)C1
OC1C(O)C(CI)OC(Oc2ccccc2F)C1O
OCC(O)C1OC(O)C(O)C(O)C1O
O=c1[nH]cnc2c1ncn2[C@@H]3O[C@H](CO)[C@@H](O)[C@H]3F
Cc1ccc(cc1NC2OC(CO)C(O)C(O)C2O)N(=O)O
Cc1ccc(cc1NC2OC(CO)C(O)C2O)N(=O)O
Cc1ccc(cc1NC2OCC(O)C(O)C2O)N(=O)O
Cc1ccc(cc1N[C@@H]2OC[C@@H](O)C(O)C2O)N(=O)O
Cc1ccc(cc1O)C(=O)N[C@@H]2CCNC[C@H]2O
Cc1ccc(cc1O)C(=O)N[C@@H]2CCOC[C@H]2Oc3ccc(C#N)cc3
Cc1ccc(cc1O)C(=O)N[C@@H]2CCOC[C@H]2Oc3ccc(cc3)C(N)=O
Cc1ccc(cc1OCCN)C(=O)N2CCC3(CC2)OCC[C@H](O)[C@@H]3O
Cc1ccc(cc1O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)C(C)C
Cc1ccc(cc1n2c(C)ccc2C)C(=O)N[C@@H]3CCOC[C@H]3OCCO
Cc1ccc(cn1)C(=O)N2CCC3(CC2)OCC[C@@](C)(O)[C@@H]3O
Cc1ccc(cn1)C(=O)N2CCN(CC2)[C@@H]3COC[C@@H](O)[C@H]3O
Cc1ccc(cn1)C(=O)N[C@@H]2CCOC[C@H]2OCc3ccccc3
Cc1ccc(cn1)C(=O)N[C@@H]2CCOC[C@H]2Oc3ccc(cc3)C(=O)O
Cc1ccc(cn1)C(=O)N[C@@H]2CO[C@H](Cn3cc(C)c(=O)[nH]c3=O)[C@@H](O)[C@H]2O
Cc1ccc(cn1)C(=O)N[C@@H]2CO[C@H](Cn3ccc(=O)[nH]c3=O)[C@@H](O)[C@H]2O
Cc1ccc(cn1)C(=O)N[C@@H]2CO[C@H](Cn3cnc4c(N)ncnc34)[C@@H](O)[C@H]2O
Cc1ccc(cn1)C(=O)N[C@@]2(C)CCOC3(CCN(CC3)Cc4ccn[nH]4)[C@@H]2O
Cc1ccc(cn1)C(=O)N[C@@]2(C)CCOC3(CCN(CC3)c4ncccn4)[C@@H]2O
Cc1ccc(cc1)C(=O)c2cc(O[C@@H]3OC(C(=O)O)[C@@H](O)[C@H](O)[C@@H]3O)c(O)c(c2)N(=O)O
Cc1ccc(cc1)C(=O)c2ccc(CC(=O)O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)n2C
Cc1ccc(cc1)C(OCC2OC(C(O)C2O)n3ncc(N)[nH]c3=O)(c4ccc(C)cc4)c5ccc(C)cc5
Cc1ccc(cc1)C(OC[C@H]2O[C@H](C(OC(=O)c3ccccc3)[C@H]2O)n4cnc5c(=O)[nH]c(nc45)NC(=O)C(C)C)(c6ccc(C)cc6)c7ccc(C)cc7
Cc1ccc(cc1)C(OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n3cc(Br)c(=O)[nH]c3=O)(c4ccc(C)cc4)c5ccc(C)cc5
Cc1ccc(cc1)C(OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)n3ccc(N)[nH]c3=O)(c4ccc(C)cc4)c5ccc(C)cc5
Cc1ccc(cc1)C2(CC2)C(=O)N3CCC4(CC3)C[C@@H](O)[C@@H](O)CO4
Cc1ccc(cc1)C2(CC2)C(=O)N[C@@H]3CCOC[C@H]3OCc4cscn4
Cc1ccc(cc1)C2(CC2)C(=O)N[C@@H]3CCOC[C@H]3Oc4ccccn4
Cc1ccc(cc1)C2(CC2)C(=O)N[C@@H]3COCC[C@@H]3OCC(=O)O
Cc1ccc(cc1)C2(CC2)C(=O)N[C@@H]3COCC[C@@H]3OCc4ccccc4
Cc1ccc(cc1)C2(CC2)C(=O)N[C@H]3CNCC[C@H]3O
Cc1ccc(cc1)C2(CC2)C(=O)N[C@H]3COC[C@@H]3O
Cc1ccc(cc1)C2(CCCC2)C(=O)NC[C@@H]3COC[C@@H](O)[C@H]3O
Cc1ccc(cc1)C2(CCCC2)C(=O)N[C@@H]3COC[C@@H](O)[C@H]3O
Cc1ccc(cc1)C2=NNC(S2)C(O)C(O)C(O)C(O)CO
Cc1ccc(cc1)C2=NNC(S2)C(O)C(O)C(O)CO
Cc1ccc(cc1)C=CC(=O)N2CCN(CC2)[C@@H]3COC[C@@H](O)[C@H]3O
Cc1ccc(cc1)CC(=O)N2CCN(CC2)[C@@H]3COC[C@@H](O)[C@H]3O
Cc1ccc(cc1)CC(=O)N[C@@H]2CCOC[C@H]2OCC(=O)N(C)C
Cc1ccc(cc1)CC(=O)N[C@@H]2CCOC[C@H]2OCc3c(C)noc3C
Cc1ccc(cc1)CC(=O)N[C@]2(C)CCOC3(CCN(CC3)C4CCSCC4)[C@H]2O
Cc1ccc(cc1)CCC(=O)N2CCC3(CC2)C[C@](C)(O)[C@@H](O)CO3
Cc1ccc(cc1)CCC(=O)N[C@@H]2CCOC[C@H]2OCc3ccccn3
Cc1ccc(cc1)CCC(=O)N[C@@H]2CCOC[C@H]2Oc3ccc(cc3)CO
Cc1ccc(cc1)CCC(=O)N[C@@H]2CCOC[C@H]2Oc3ccccn3
Cc1ccc(cc1)CCCC(=O)N(C)[C@@H]2COC[C@@H](O)[C@H]2O
Cc1ccc(cc1)CCCC(=O)N[C@@H]2CO[C@H](Cn3c(=O)[nH]c(=O)c4ccccc34)[C@@H](O)[C@H]2O
Cc1ccc(cc1)CCCC(=O)N[C@@H]2CO[C@H](Cn3cc(C)c(=O)[nH]c3=O)[C@@H](O)[C@H]2O
Cc1ccc(cc1)CCCC(=O)N[C@@H]2CO[C@H](Cn3ccc(=O)[nH]c3=O)[C@@H](O)[C@H]2O
Cc1ccc(cc1)CCCC(=O)N[C@@H]2CO[C@H](Cn3cnc4c(=O)n(C)c(=O)n(C)c34)[C@@H](O)[C@H]2O
Cc1ccc(cc1)CN(C)CC(=O)N2CCC3(CC2)C[C@@H](O)[C@@H](O)CO3
Cc1ccc(cc1)CN(C)CC(=O)N[C@@H]2CCNC[C@H]2O
Cc1ccc(cc1)CNC(=O)N[C@@H]2COCC[C@H]2OCc3ccccn3
Cc1ccc(cc1)CN[C@@H]2CO[C@H](CNC(=O)C3CC3)[C@H]2O
Cc1ccc(cc1)CN[C@@H]2CO[C@H](CNC(=O)C3CCCC3)[C@H]2O
Cc1ccc(cc1)CN[C@@H]2CO[C@H](CNC(=O)CC(C)(C)C)[C@H]2O
Cc1ccc(cc1)CN[C@@H]2CO[C@H](CNC(=O)N3CCOCC3)[C@H]2O
Cc1ccc(cc1)CN[C@@H]2CO[C@H](CNC(=O)NC(C)C)[C@H]2O
Cc1ccc(cc1)CN[C@@H]2CO[C@H](CNC(=O)Nc3ccccc3)[C@H]2O
Cc1ccc(cc1)CN[C@@H]2CO[C@H](CNC(=O)c3ccc(F)cc3)[C@H]2O
Cc1ccc(cc1)CN[C@@H]2CO[C@H](CNC(=O)c3ccccc3)[C@H]2O
Cc1ccc(cc1)CN[C@@H]2CO[C@H](CNC(=O)c3cccs3)[C@H]2O
Cc1ccc(cc1)CN[C@@H]2CO[C@H](CNC(=O)c3ccncc3)[C@H]2O
Cc1ccc(cc1)CN[C@@H]2CO[C@H](CNS(=O)(=O)c3ccc(C)cc3)[C@H]2O
Cc1ccc(cc1)CN[C@@H]2CO[C@H](CNS(=O)(=O)c3ccccc3)[C@H]2O
Cc1ccc(cc1)CN[C@@H]2CO[C@H](CNS(C)(=O)=O)[C@H]2O
Cc1ccc(cc1)CNc2cccc(c2)C(=O)N3CCC4(CC3)OCC[C@H](O)[C@@H]4O
Cc1ccc(cc1)CNc2nc3c(=O)[nH]c(N)nc3n2[C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O
Cc1ccc(cc1)COc2ccccc2CN3CCC4(CC3)C[C@](C)(O)[C@@H](O)CO4
Cc1ccc(cc1)CSc2nc(N)cc(n2)N[C@@H]3CCNC[C@H]3O
Cc1ccc(cc1)Cc2ccccc2C(=O)N3CCC4(CC3)C[C@](C)(O)[C@@H](O)CO4
Cc1ccc(cc1)Cc2ccccc2C(=O)N3CCC4(CC3)OCC[C@H](O)[C@@H]4O
Cc1ccc(cc1)Cc2ccccc2C(=O)N[C@@H]3CCOC[C@H]3O
Cc1ccc(cc1)Cc2ccccc2C(=O)N[C@@H]3COCC[C@H]3O
Cc1ccc(cc1)N2CCC(CC2)N3CCC4(CC3)OCC[C@@](C)(O)[C@@H]4O
Cc1ccc(cc1)N2CCC(CC2)N[C@@H]3CCOC[C@H]3OCC(=O)O
Cc1ccc(cc1)N2CCC(CC2)N[C@@H]3COCC[C@@H]3OCC(N)=O
Cc1ccc(cc1)N=Nc2cc(C)ccc2NC3OC(C)C(O)C(O)C3O
